Gene,p_val_high_vs_low,avg_logFC_high_vs_low,pct_1_high_vs_low,pct_2_high_vs_low,p_val_adj_high_vs_low
PIK3CD-AS2,2.063458064582379E-7,-0.023883276748396364,0.018,0.042,0.004975203739514574
SFT2D2,2.0637474554635292E-7,-0.029016290444501436,0.118,0.158,0.004975901489868115
TNFSF15,2.0777000823773432E-7,-0.031826363713281125,0.05,0.083,0.005009542668620012
DDX39B,2.0836065454286816E-7,0.004308933433754991,0.288,0.312,0.005023783741683095
EMC2,2.088594948427057E-7,0.020719796950334213,0.319,0.271,0.005035811280152477
TYMP,2.1149312790658837E-7,0.09551648781389277,0.369,0.32,0.005099310806955752
DCXR,2.1186823934314744E-7,0.047217207470264505,0.178,0.14,0.005108355118802628
GSTO1,2.1507153388674903E-7,0.08014317303747237,0.488,0.44,0.005185589753543406
AHCY,2.1738190772979844E-7,-0.05232771342026482,0.268,0.333,0.00524129517727317
ADAMTS15,2.1738625377687784E-7,-0.013526797610502088,0.003,0.016,0.005241399964814301
ADGRF4,2.1834837215140252E-7,0.024917664494257148,0.046,0.021,0.005264597600942466
SUGT1,2.1850191325152533E-7,-0.01592703418623237,0.285,0.326,0.005268299630407527
MAPKAP1,2.1978579383453767E-7,-0.04349481625931248,0.156,0.21,0.0052992552751445375
TMOD3,2.2041738195854858E-7,-0.00888282380724048,0.403,0.455,0.005314483496402565
SERINC5,2.206102308452849E-7,0.047126218633633796,0.151,0.107,0.005319133275910664
RANBP3,2.2178864839491497E-7,-0.025748814158990094,0.074,0.106,0.005347546101449795
AC013275.1,2.234476595157869E-7,-0.009557043716404286,0.004,0.015,0.005387546518585138
YTHDC1,2.2419134609763813E-7,-0.03247334486831338,0.274,0.332,0.005405477545760153
SLC1A1,2.274325147672776E-7,-0.020195505618315658,0.011,0.032,0.00548362536355383
ANP32E,2.2854097591772007E-7,0.06118461488490182,0.203,0.157,0.005510351470352149
RWDD1,2.2882867326138936E-7,-0.021369108625872435,0.308,0.356,0.005517288141005359
PRR5L,2.29988927392051E-7,-0.020129478865335892,0.014,0.035,0.005545263028349742
SHOC2,2.300265670539563E-7,-0.037246228551360755,0.176,0.227,0.005546170558237941
H2AFX,2.3077640373490032E-7,0.06060496792152356,0.208,0.167,0.005564249870452182
UBL5,2.3284803172239734E-7,0.04137782735605455,0.804,0.848,0.005614198892858723
BIVM,2.3525686429713906E-7,-0.02938242536323031,0.036,0.067,0.00567227825506832
OLA1,2.3765200474624228E-7,-0.05463920146270801,0.34,0.409,0.005730027486436647
ARHGEF16,2.3835798961826897E-7,0.040510946652806135,0.117,0.078,0.005747049487686083
CTSB,2.389298863736791E-7,0.10455976844760384,0.424,0.371,0.005760838490355777
THOP1,2.400036086508411E-7,-0.0963055056115335,0.201,0.237,0.00578672700818043
ATP11C,2.402099730300559E-7,-0.027402342692138683,0.028,0.056,0.005791702659727678
AC245060.5,2.4287254002297657E-7,-0.024461346757994686,0.02,0.044,0.005855899812493988
CCL4L2,2.434919533746839E-7,0.02631802448403329,0.034,0.013,0.005870834487817004
EMC3,2.4397230901940917E-7,0.040321896205021884,0.264,0.239,0.005882416342766974
LRMDA,2.451358409236484E-7,-0.029142774796572818,0.042,0.074,0.005910470260510086
SUPT16H,2.478266074417899E-7,-0.05486777864891795,0.198,0.257,0.005975347332028996
ZNF827,2.4835445954832334E-7,-0.04284739227691828,0.087,0.131,0.005988074374169624
ATP5MPL,2.485391633192336E-7,-0.015980614221307032,0.846,0.894,0.005992527766790041
AC008556.1,2.5112319960080343E-7,0.02402326679421539,0.042,0.018,0.006054831465574972
C4orf48,2.530798747296907E-7,0.040999652629383765,0.437,0.451,0.006102008859607572
TBCB,2.540084915033313E-7,0.04732490417514529,0.475,0.46,0.006124398738636821
NCBP3,2.5572221162898283E-7,-0.04021071031352405,0.082,0.125,0.006165718244586405
MT2A,2.55829951072821E-7,-0.060722594549738496,0.798,0.743,0.006168315950316787
CCDC158,2.571728542447495E-7,-0.01252305460620191,0.004,0.017,0.006200694688695154
DNAH12,2.573796753321279E-7,-0.006644542718668511,0.0,0.007,0.006205681351932936
ARL4C,2.58500411387065E-7,-0.029651092278004054,0.128,0.172,0.006232703418953524
ISYNA1,2.5880212824533505E-7,-0.05713645930422914,0.138,0.191,0.0062399781141232735
FAM50A,2.590711862366906E-7,-0.017269848562764784,0.226,0.265,0.0062464653713528474
FAM89B,2.603351617198911E-7,-0.04601083878419855,0.103,0.15,0.006276941084228295
VDAC3,2.6265063127396926E-7,0.04204011121646167,0.208,0.181,0.0063327693706466725
RSL24D1,2.6297052330336244E-7,0.0282755401003425,0.473,0.494,0.006340482287367372
DICER1,2.6435575804097266E-7,-0.045312624128719364,0.12,0.169,0.006373881682125892
TARS,2.6471468806525876E-7,-0.044545358081972436,0.157,0.211,0.006382535843941454
TIMM44,2.682287903608064E-7,-0.034094681827365664,0.122,0.165,0.0064672643643894035
PPP1R14C,2.6913511047391E-7,0.03846981319434739,0.106,0.066,0.006489116648636444
ATXN2,2.6932030244118454E-7,-0.04510802798072325,0.162,0.216,0.0064935818121594005
FZD2,2.69639795398201E-7,-0.021408753944370976,0.015,0.037,0.006501285106846025
MRPS33,2.708007557887402E-7,0.049703748620436916,0.388,0.361,0.006529277022822315
CNPY3,2.72122272435641E-7,0.035107512255610845,0.183,0.163,0.006561140110695741
TGS1,2.785708972243882E-7,-0.03890090938556712,0.116,0.163,0.006716622902977224
CENPE,2.8143083172024614E-7,0.04343773548309966,0.071,0.039,0.006785578783606854
MAN1A2,2.8359282555807273E-7,-0.04660774745929508,0.13,0.182,0.006837706617030692
VCL,2.849580921102345E-7,-0.05322092432517239,0.3,0.365,0.006870624558869864
CRB2,2.87135047559373E-7,-0.009286186250115885,0.0,0.009,0.006923113131704042
ITGB1-DT,2.899812982883401E-7,-0.08103464692889911,0.12,0.145,0.006991739083030167
PLEK2,2.9075979366454487E-7,-0.05904565984684915,0.204,0.239,0.007010509385045841
CCL4,2.941583800213967E-7,0.01809434365415366,0.029,0.01,0.007092452700695896
ALDH3B2,2.9489253622522903E-7,0.01771342807658699,0.029,0.01,0.0071101539409264974
NUMA1,2.9504928936374734E-7,-0.05382952097397023,0.174,0.231,0.007113933415849312
SLC43A1,2.9830052316288185E-7,-0.02225269113645642,0.018,0.041,0.007192323913980244
CACUL1,2.98494066272628E-7,-0.039578957702202294,0.185,0.237,0.0071969904318993335
LYPD6,2.99005285515713E-7,-0.013137499961423996,0.006,0.02,0.007209316439069357
AC007529.1,3.008084663050386E-7,-0.016049224973199033,0.008,0.025,0.0072527929310807855
MRPL23,3.0097398494049475E-7,0.06491304459259162,0.501,0.46,0.007256783750900269
TEAD2,3.0259469671538174E-7,-0.042115702773285885,0.097,0.143,0.0072958607325045695
CLNS1A,3.030007604590759E-7,-0.016290788409619894,0.345,0.388,0.007305651335428778
RAB25,3.035072494436894E-7,0.06975820806203714,0.435,0.392,0.007317863291336795
CAMK2D,3.035221737138683E-7,-0.04480079558138163,0.1,0.147,0.0073182231304150785
PIEZO2,3.0517217537648595E-7,-0.022292534355491708,0.016,0.038,0.007358006320502453
JUNB,3.062371003698204E-7,-0.0473386854298945,0.787,0.841,0.007383682727016739
ANOS1,3.0681711834873354E-7,-0.016730921512973455,0.007,0.023,0.007397667540506314
SPRED1,3.0856682133116476E-7,-0.033974658485125465,0.047,0.081,0.007439854629115714
RDH12,3.090176966548498E-7,-0.02536297352211679,0.02,0.045,0.007450725684045084
MLLT3,3.091098429113146E-7,-0.019988401366768382,0.045,0.07,0.007452947422434706
CNBD2,3.0986815001945674E-7,0.023703010586514202,0.042,0.019,0.0074712309651191215
STIP1,3.106524066165297E-7,0.011414062744654868,0.243,0.256,0.007490140175931147
BIRC2,3.110673785828259E-7,-0.017316453662024167,0.152,0.185,0.0075001455650105155
SLC25A6,3.118963343342743E-7,-0.08464824516695746,0.861,0.899,0.007520132517133688
FKBP2,3.13872015331545E-7,0.04448258031422658,0.203,0.169,0.0075677681616588815
SFRP1,3.140500626610908E-7,-0.015623606600644685,0.011,0.029,0.00757206106082156
UXS1,3.1466408093772065E-7,0.046383917953600834,0.213,0.175,0.007586865655489382
TAF6,3.150532600983909E-7,-0.043318037774850035,0.115,0.163,0.0075962491542323025
FGL1,3.194133081869405E-7,-0.02124839396197278,0.008,0.025,0.007701374273695322
USP8,3.2357198408090316E-7,-0.04680794054942741,0.187,0.244,0.007801644108174656
HAS1,3.257459422605219E-7,-0.02792940814598464,0.0,0.009,0.007854060413843443
MUC1,3.302142958866853E-7,0.02410933021144357,0.451,0.392,0.00796179688812387
TAF3,3.307367728050201E-7,-0.026832674793109162,0.091,0.127,0.00797439432910184
MDM4,3.312049256852744E-7,-0.06863043752067646,0.181,0.236,0.007985681963197652
ZBED3,3.316905636699939E-7,-0.019275783317939395,0.009,0.027,0.007997391180647222
ERICH1,3.3220761814672307E-7,-0.026651477075704505,0.107,0.145,0.00800985788113564
DGUOK,3.325265844661715E-7,0.03646906616700624,0.487,0.483,0.00801754847806386
AC025154.2,3.343865175495216E-7,0.01713652730252891,0.022,0.006,0.008062393324636515
BNIP3,3.3482203937885255E-7,0.08958018437347215,0.277,0.238,0.008072894191463514
TMED1,3.3492254128412364E-7,-0.03937747543258502,0.153,0.203,0.008075317392901505
CMTM7,3.35362896611872E-7,-0.06525723133498029,0.268,0.312,0.008085934800208847
KIN,3.361536969033364E-7,-0.028070220676436664,0.12,0.159,0.008105001786036344
MRPL41,3.366339044514396E-7,0.06222253256294308,0.637,0.617,0.00811658007022866
NUCB2,3.3967736397036147E-7,-0.0655723624005973,0.162,0.195,0.008189960922689386
NDUFS1,3.4005489597161656E-7,-0.029624824448056378,0.122,0.161,0.008199063596771647
FAM98C,3.4095148927155267E-7,0.04744806518731082,0.201,0.157,0.008220681357826406
MARCH6,3.433521906442031E-7,-0.05709685730432301,0.286,0.352,0.00827856466862238
PEBP1,3.438169332314681E-7,-0.05109509271951307,0.55,0.62,0.008289770077143929
SUPT6H,3.4502823144269134E-7,-0.04133142430138542,0.122,0.17,0.008318975688314731
GSN,3.450405348249584E-7,0.09023964673874085,0.594,0.551,0.008319272335164572
PRCC,3.4523070886635795E-7,-0.0164556865576323,0.164,0.195,0.008323857621476756
PLLP,3.455744165389203E-7,-0.047936884181200984,0.159,0.213,0.008332144757169906
SSB,3.478696491775665E-7,0.020170927433582175,0.483,0.513,0.008387485111320305
C3orf52,3.48005648835146E-7,0.053615133378636326,0.205,0.158,0.008390764199064205
ZNF254,3.4998939399848063E-7,-0.02315330209797918,0.021,0.046,0.008438594278697366
ANAPC15,3.5209071085420653E-7,0.04122470562112729,0.253,0.223,0.008489259129405773
ARPP19,3.537437095733202E-7,0.021344991264318547,0.374,0.382,0.008529114581522322
MRPL3,3.559611258552392E-7,-0.012158727816377779,0.288,0.327,0.008582578705495673
PDCD11,3.588358637691477E-7,-0.03346728701706149,0.089,0.129,0.00865189151133792
CARM1,3.5954151112648344E-7,-0.030635652861334225,0.063,0.098,0.008668905374770643
G3BP1,3.601159263800641E-7,0.005575130774470083,0.282,0.302,0.008682755100949726
GSK3B,3.602969916628905E-7,-0.04155995692869156,0.115,0.162,0.008687120765983953
GLMP,3.606369450165434E-7,-0.02977411277983054,0.116,0.156,0.008695317381293878
UFC1,3.6334713206278797E-7,0.006036140196939543,0.406,0.435,0.008760662701165881
CHMP4C,3.64284078296171E-7,-0.05964361949353236,0.174,0.228,0.008783253411798978
LAMC2,3.660438961914089E-7,-0.06579312947075189,0.326,0.392,0.00882568438107106
ADAL,3.68266315137124E-7,-0.026155895996758473,0.038,0.067,0.008879269124271198
CCDC9B,3.699825464658833E-7,-0.03394058842258397,0.046,0.08,0.008920649177838913
PF4V1,3.763329121958988E-7,-0.026526858719259194,0.052,0.084,0.009073762845955317
IDH3A,3.7682121989953113E-7,0.040361159879210115,0.122,0.082,0.009085536432997594
PSMD13,3.77115618655075E-7,0.03349122757734341,0.305,0.292,0.009092634681392514
SPEN,3.7848826290548684E-7,-0.04623489025361721,0.144,0.196,0.009125730506914193
LRRC58,3.7929908396988896E-7,-0.04237901311237119,0.099,0.144,0.009145280213597992
JMJD1C,3.827500493726713E-7,-0.022156794721378603,0.323,0.375,0.009228486440424477
AC002456.1,3.863168430784433E-7,-0.028941679287253143,0.019,0.042,0.009314485403464346
TMEM14A,3.8707873211277127E-7,0.03371938850349315,0.255,0.239,0.009332855309971027
LINC00345,3.912447307255016E-7,-0.010593011401309594,0.001,0.012,0.00943330170252257
LRMP,3.9531016810970743E-7,-0.03329753837073819,0.039,0.07,0.009531323463293155
MGAT1,3.9613173100617415E-7,0.039452526716999434,0.151,0.123,0.009551132166289864
PCMT1,3.971771781573994E-7,0.030115623904623495,0.189,0.174,0.009576338942553057
PAXBP1,3.98313206879246E-7,-0.03191386324553068,0.051,0.085,0.0096037297310655
RTCA-AS1,3.9885604890346744E-7,-0.02014411801196284,0.013,0.034,0.009616818195111504
TUT4,3.989300418989243E-7,-0.047246745367890836,0.13,0.181,0.009618602240224964
AC008011.2,3.989618976747117E-7,-0.01352155693579139,0.003,0.017,0.009619370314834973
TMEM176B,4.0065544375817837E-7,-0.0705611203679381,0.157,0.21,0.009660203404453439
ARHGAP5,4.040194935787249E-7,-0.06188859073473249,0.224,0.281,0.009741314009676635
SLC7A1,4.05474875924758E-7,-0.03816509362267842,0.075,0.115,0.00977640473342184
ACSS1,4.0708501552735117E-7,-0.026512094540110342,0.026,0.053,0.009815226809379964
IGF2,4.0755112947041773E-7,-0.019459674802329692,0.026,0.049,0.009826465282661241
MAPK8IP3,4.083058773960453E-7,-0.03359223932832417,0.055,0.091,0.009844663009896048
SMG1,4.1507769050231216E-7,-0.04191301416786464,0.19,0.244,0.010007938195701248
CACNA2D1,4.211034615061681E-7,-0.011571449130807885,0.002,0.014,0.010153225560375219
UQCC2,4.2459877457970387E-7,0.009869052105092868,0.339,0.358,0.01023750105389124
FBXO7,4.260206795846682E-7,-0.02166840358037478,0.175,0.212,0.010271784605465935
KRBA2,4.2973502161887724E-7,-0.01698663078917901,0.01,0.027,0.01036134110625275
LRRC49,4.301100035223493E-7,-0.027030876611095753,0.029,0.056,0.010370382294927365
RBM41,4.315859488853798E-7,-0.03653547102081148,0.096,0.138,0.010405968813575393
NBDY,4.326556910910888E-7,0.03904960365291976,0.42,0.411,0.010431761367897242
TNFRSF1A,4.3639283182164986E-7,-0.05250385366152954,0.402,0.471,0.010521867568051799
C5,4.3886788960363944E-7,-0.022086747923589906,0.023,0.047,0.01058154368623335
ZNF594,4.3996484498013446E-7,-0.013479755871621915,0.005,0.019,0.010607992377316022
TSKU,4.449403563617856E-7,0.0525077135964169,0.194,0.144,0.010727956932239012
YIPF1,4.469761205832554E-7,0.038526720648638546,0.114,0.075,0.01077704124338287
CDH3,4.4937656391192207E-7,-0.055845895585187905,0.202,0.261,0.010834918332480353
RBM43,4.515696402571698E-7,-0.029392490022628046,0.035,0.065,0.010887795596240622
EFEMP2,4.561097987046037E-7,-0.02544350430952791,0.02,0.043,0.0109972633565667
HYAL1,4.578340337860078E-7,-0.016718393171651115,0.007,0.024,0.011038836388614434
ZMAT1,4.608626827222082E-7,-0.020780711079979086,0.014,0.035,0.011111860143115162
LINC02055,4.6117775831277943E-7,-0.033510071975587925,0.045,0.078,0.011119456930679426
SPHK1,4.632816780957356E-7,-0.03787969038767982,0.053,0.088,0.01117018454056628
GLTP,4.639671868147098E-7,0.05653071018554956,0.268,0.215,0.011186712841289468
NME3,4.658731901694192E-7,0.0035936579511374744,0.445,0.476,0.011232668488174866
SEC62,4.661314180810946E-7,-0.014338437004176474,0.603,0.665,0.011238894621353272
LINC00649,4.662545116069209E-7,0.02449852141034121,0.051,0.025,0.01124186252935447
NBN,4.684041354565755E-7,-0.05044887516403565,0.139,0.19,0.011293692109993491
SLC17A4,4.767194672133932E-7,-0.009917777917803076,0.002,0.013,0.011494183073982124
FERMT2,4.81050568802833E-7,-0.03615984056729698,0.058,0.095,0.011598610264405108
GTF2F1,4.818589075902507E-7,-0.04271660414339526,0.146,0.197,0.011618100120908534
CSNK2A1,4.845125506311894E-7,-0.03762458640608313,0.269,0.325,0.01168208210826861
BRWD3,4.850865870783486E-7,-0.0342248002244473,0.048,0.082,0.011695922701046062
HACD3,4.870436662098455E-7,-0.04364905344427572,0.264,0.324,0.011743109835985584
FLRT2,4.92041953782873E-7,-0.02551548138486067,0.016,0.038,0.01186362354765885
NUDT8,4.991589890084166E-7,0.05371438458351696,0.209,0.161,0.012035222383981931
CDC37,5.042445643689309E-7,-0.006601779007489983,0.353,0.391,0.012157840691499291
SORD,5.05364470130616E-7,0.03972638805907992,0.119,0.09,0.012184842739319282
TMED4,5.057446003482853E-7,-0.0029757017747036874,0.258,0.286,0.012194008058997508
GNAI2,5.066245575291465E-7,-0.05304044629372681,0.147,0.199,0.012215224706585252
HEXB,5.093017319890559E-7,0.04693842855858063,0.18,0.146,0.012279774059988126
HSD17B12,5.192600678985696E-7,-0.030907998781606827,0.256,0.307,0.012519879497102412
CAMK2N1,5.23931162866357E-7,-0.04818223280428191,0.255,0.316,0.012632504267870734
DYNC2LI1,5.267715533645266E-7,-0.046742663023431885,0.094,0.132,0.012700988923172101
TIPARP,5.270692477813439E-7,0.05773483918733602,0.409,0.408,0.012708166633255982
CHM,5.404378384855754E-7,-0.025558469107007806,0.07,0.101,0.013030496723725709
EZR,5.431130791620849E-7,0.11639055110824992,0.541,0.5,0.013094999451677029
TAP1,5.466688836596522E-7,-0.055571025186152506,0.095,0.123,0.013180733453917874
SLC44A5,5.482958152499915E-7,0.025140966499747803,0.051,0.025,0.013219960401492545
AASS,5.504281531237229E-7,-0.017037391315223555,0.008,0.025,0.013271373199966083
CCDC74B,5.504281531238325E-7,-0.017037391315223555,0.008,0.025,0.013271373199968725
SUDS3,5.550321757811461E-7,-0.015104751612739442,0.257,0.292,0.013382380790259213
EXOC7,5.557664743335717E-7,-0.01946091296275232,0.168,0.204,0.013400085462656747
BRI3,5.575903409283578E-7,-0.07015053164153717,0.243,0.288,0.013444060710123636
UNC13D,5.576452267454621E-7,-0.033527358732635903,0.077,0.115,0.013445384062059836
PLSCR1,5.578689337120662E-7,0.06264807415262291,0.26,0.208,0.013450777860731629
LINC01068,5.594158557291668E-7,-0.016091575834969923,0.006,0.022,0.013488075697485941
RCC1,5.600082026013431E-7,0.03970403024516149,0.129,0.092,0.013502357772920984
GLT8D1,5.619342247044106E-7,-0.039044958309426295,0.07,0.11,0.013548796091848045
LEPROTL1,5.706870297709689E-7,0.05153579667539092,0.143,0.106,0.013759834974807832
BMERB1,5.720859086231486E-7,-0.028298116177078253,0.028,0.056,0.013793563342812737
CISD3,5.783188757090277E-7,-0.05265409647132885,0.307,0.373,0.013943846412220367
GOLGA6L4,5.800744159222271E-7,-0.024640527900654376,0.025,0.05,0.013986174242300819
RAVER1,5.833469598008281E-7,-0.026897516525270504,0.045,0.075,0.014065078547757766
PYURF,5.895967637961212E-7,0.030277341997996365,0.366,0.36,0.014215767571888279
DAP,5.913047358113125E-7,0.0028383199788747926,0.244,0.275,0.014256948485146555
TM4SF5,5.927237171555016E-7,-0.027601578552229174,0.036,0.065,0.014291161544336298
SEC61A1,5.933238413288974E-7,-0.035952445509469216,0.209,0.261,0.014305631138281044
TAF9,5.947659787231529E-7,0.06011631586507449,0.399,0.355,0.014340402512993941
LARS,5.950331942282403E-7,-0.04486640996879393,0.2,0.257,0.0143468453460371
RBBP4,5.959684279157093E-7,-0.02828258222633409,0.219,0.266,0.014369394765475668
PTMA,5.986997142594214E-7,0.09647113122548934,0.995,0.999,0.01443524881050891
PTK7,5.997831166691899E-7,-0.036659360028798924,0.077,0.116,0.014461370726010838
COX14,6.059777486923934E-7,0.03665315272167702,0.405,0.398,0.014610729498722297
CTSV,6.070901464983831E-7,0.022094510095421127,0.055,0.03,0.014637550522222514
TGFB1I1,6.15297118295106E-7,-0.03460258111400674,0.059,0.095,0.014835428819213303
MRPS34,6.170469483019515E-7,0.03417291484309859,0.548,0.555,0.014877618970508353
PODXL,6.174033944285385E-7,-0.05407041777116446,0.084,0.126,0.014886213243066491
CCDC191,6.184733646891241E-7,-0.02644973290496823,0.039,0.068,0.014912011296019472
FAM234A,6.194580810046385E-7,-0.04244961943326464,0.158,0.209,0.014935753791102839
FIS1,6.245182605619843E-7,0.07089215468878074,0.592,0.549,0.015057759780410004
LSM12,6.248013270536622E-7,-0.05227969626569681,0.221,0.281,0.015064584796590848
TRAF3,6.261401823978969E-7,-0.02476753953663398,0.064,0.095,0.015096865937795693
AC092171.3,6.270492412594665E-7,-0.026383208194673373,0.03,0.058,0.015118784256006997
DNAJC7,6.29577538618102E-7,3.028500154499958E-4,0.379,0.409,0.015179744033621058
LAMTOR3,6.332257634610371E-7,0.04552458984143745,0.181,0.142,0.015267706382809065
LYPD5,6.338901367214704E-7,0.02437112026530256,0.057,0.031,0.015283725086491371
EMC10,6.407459013068901E-7,0.025201884534551022,0.399,0.405,0.015449024426410428
CBLB,6.440038457988744E-7,-0.04339131484133839,0.083,0.124,0.015527576726056662
CCT8,6.458709215287883E-7,0.022682392263582374,0.3,0.304,0.015572593788980614
CREB1,6.46634476230701E-7,-0.02940304080512693,0.081,0.116,0.01559100385639843
PRAC2,6.486827767715396E-7,-0.01344854941370284,0.007,0.022,0.01564039043073859
TUBGCP4,6.515372564341406E-7,-0.029232218137058952,0.04,0.071,0.015709214789883564
NDUFA13,6.553482968171477E-7,0.060599891792275096,0.782,0.78,0.01580110278455825
TRMT10C,6.56480607103762E-7,-0.03445784395203472,0.175,0.223,0.015828403917878806
RHOD,6.59489445544527E-7,-0.055634433293080265,0.523,0.5,0.015900950021524092
CKB,6.6873363200366E-7,-0.009878643316624025,0.181,0.217,0.016123836601240248
FGFR2,6.735234112531084E-7,-0.030535893489731715,0.045,0.077,0.016239322968723695
MCM2,6.750329397994417E-7,-0.02811348580473596,0.035,0.064,0.01627571921150434
AAK1,6.818164705110998E-7,-0.05831973457457146,0.203,0.261,0.01643927692049313
FAIM,6.836497432151667E-7,-0.046912542772044735,0.132,0.182,0.016483478958660886
PDCL3,6.838335085309886E-7,0.040919525836704315,0.154,0.122,0.016487909724190664
NPEPPS,6.890814652596978E-7,-0.0012954658010405073,0.301,0.33,0.016614443208876572
SQOR,6.892388773897101E-7,0.053055356273997545,0.307,0.246,0.0166182385727433
KCNG1,6.916244907940259E-7,-0.01448214370293081,0.005,0.019,0.01667575809753476
CXXC5,6.946027069170089E-7,-0.04134120938230629,0.244,0.3,0.016747565866476
LRRC61,6.958899125085118E-7,-0.03818513760809178,0.063,0.1,0.01677860168049273
MAPK6,6.964073937855833E-7,-0.03866097410701555,0.191,0.242,0.016791078671564198
FAM178B,7.006835135656967E-7,0.013236250297390305,0.017,0.004,0.016894180195582514
AMIGO2,7.066995212209285E-7,-0.039684332797317985,0.053,0.087,0.017039232156157807
GBP4,7.074139839069752E-7,-0.04068132528614294,0.03,0.053,0.01705645856598108
CGGBP1,7.083424088536135E-7,-0.039381798876722496,0.184,0.236,0.017078843819869474
EIF2S3,7.094928537167448E-7,-0.02571373211949901,0.343,0.397,0.017106582195964434
DGCR6L,7.108077771541064E-7,-0.007249856053831383,0.299,0.331,0.01713828631496266
DMAC1,7.131873126527855E-7,-0.024989508581198056,0.201,0.243,0.01719565929537131
DPM1,7.186576677363269E-7,0.03366631998552044,0.301,0.289,0.017327555026790578
ENDOV,7.22118788042928E-7,-0.024645049033559657,0.109,0.144,0.017411006098503035
SDF2,7.272173704569477E-7,-0.023501243710561226,0.258,0.303,0.017533938019087467
MESD,7.343557361415542E-7,-0.02684823064249775,0.345,0.4,0.017706051154109014
HIGD1A,7.361121316414056E-7,0.057669870423819325,0.272,0.229,0.01774839960600593
GID8,7.361747292259197E-7,-0.0010986835203380396,0.298,0.324,0.01774990889636615
CUEDC2,7.38333588713768E-7,-0.03748462647838502,0.207,0.259,0.01780196115747766
TMEM64,7.388446372078517E-7,-0.02467522869307511,0.024,0.049,0.017814283047718513
UPF2,7.414120184393741E-7,-0.022617976057248357,0.234,0.279,0.017876185176591747
NAT14,7.502245865235839E-7,-0.03124625803663568,0.046,0.079,0.01808866500567013
HNRNPH3,7.526410627012088E-7,-0.008866536206127928,0.307,0.344,0.018146928662788844
OAF,7.541848772674323E-7,-0.04118848898409391,0.074,0.113,0.01818415157579506
SQLE,7.559011317204687E-7,0.020753508283150035,0.378,0.325,0.01822553218691222
MRPS26,7.569576131737385E-7,-0.0313174452440948,0.294,0.347,0.01825100501123201
MMEL1,7.624032998889536E-7,0.03007184336769208,0.072,0.041,0.01838230596362256
THAP9-AS1,7.701152288091E-7,0.051208464190719644,0.192,0.143,0.018568248281816208
ACAD11,7.764686998156594E-7,-0.01962155469608265,0.021,0.043,0.018721436821255363
WBP1L,7.784223134090425E-7,-0.02809505740499202,0.065,0.098,0.018768540398605423
PLK2,7.80754082866449E-7,0.060042233885073126,0.33,0.32,0.01882476169199295
PLAC9,7.84585729355949E-7,-0.021595585518170726,0.006,0.021,0.018917146520501284
PLAG1,7.862209226373698E-7,-0.037090050467605495,0.061,0.096,0.018956572665709624
PCM1,7.868562373328252E-7,-0.050344365953515574,0.144,0.195,0.018971890738331748
SHPRH,7.889735965203562E-7,-0.03507478664505186,0.049,0.082,0.019022942385702308
ARL6IP5,7.926431164762988E-7,-0.026645160135882917,0.36,0.416,0.01911141818136004
SFT2D1,7.931718985022778E-7,0.05911884646986976,0.366,0.323,0.01912416764478842
RNASEH2C,8.113302005948933E-7,0.012923634489987262,0.253,0.262,0.019561982466543473
POLR2J,8.217077464733285E-7,0.049105794499789024,0.546,0.53,0.019812195475218425
PPP6R2,8.238679346803743E-7,-0.03896244811991738,0.088,0.13,0.019864279773078506
PREPL,8.34219720475255E-7,-0.025358017784289463,0.065,0.096,0.020113871680378873
TIAL1,8.35992142556053E-7,-0.052395061912050844,0.242,0.302,0.020156606549168992
LINC01232,8.389476632471431E-7,-0.033929245940039016,0.048,0.078,0.020227867108551865
LMO7-AS1,8.478388904553851E-7,-0.020758152458938913,0.015,0.036,0.020442243487769792
ZNF528,8.598360914593879E-7,-0.026404272998324957,0.04,0.069,0.0207315080011773
PCDHGA1,8.623928464716419E-7,-0.012547628217192179,0.003,0.015,0.020793153921277757
CFAP36,8.648599976205031E-7,-0.040494080796305204,0.163,0.213,0.02085263940262795
TRAPPC1,8.674007405728524E-7,0.039235477445458244,0.35,0.343,0.020913899255952044
SLC38A2,8.693741284452123E-7,-0.04930388079150794,0.264,0.324,0.020961479610942513
NUDT9,8.781970232854244E-7,-0.04422287164300451,0.148,0.165,0.021174208428434867
PIK3C2A,8.811288741019929E-7,-0.039765993414454914,0.09,0.133,0.02124489828347315
CENPN,8.81675113729994E-7,0.05137521761892819,0.173,0.125,0.021258068667143883
STRAP,8.840684455113167E-7,-0.022814455972725245,0.406,0.461,0.021315774289723356
SFPQ,8.940792521838891E-7,0.015106573208212182,0.433,0.457,0.02155714484940575
RAD9A,8.965224145068509E-7,-0.053338013559091416,0.106,0.149,0.02161605193617468
MECP2,8.981041781274613E-7,-0.033023301968856666,0.137,0.181,0.02165418983883122
RPL7,9.010083326679987E-7,-0.15849257233213,0.996,0.997,0.021724211908958117
AC104461.1,9.122645259989452E-7,-0.021041628211514674,0.015,0.036,0.02199560998636057
POGLUT2,9.155800456147752E-7,-0.016973982193639187,0.011,0.028,0.022075550479817845
DNAJC15,9.164420689298424E-7,0.05588564288534659,0.282,0.23,0.02209633472396743
TPBG,9.22442065802181E-7,-0.03524548005596617,0.151,0.197,0.022241000648556386
TIMM13,9.302234258009057E-7,0.07055382054504178,0.73,0.699,0.022428617019485637
