Gene,p_val_high_vs_low,avg_logFC_high_vs_low,pct_1_high_vs_low,pct_2_high_vs_low,p_val_adj_high_vs_low
NDUFB8,1.4810361527092655E-35,0.13582332082163073,0.675,0.634,3.5709262677973102E-31
RBP1,1.879116739328175E-35,-0.1560557060233554,0.295,0.453,4.530738370194163E-31
ANKH,2.1511981516503687E-35,-0.1546068543606808,0.104,0.213,5.186753863444204E-31
RAB5IF,3.62436209932075E-35,0.21517845274588776,0.683,0.554,8.73869945767226E-31
PCDH7,4.440250965448919E-35,-0.15618019591056972,0.215,0.343,1.0705889102793888E-30
LDHB,4.515376592910505E-35,-0.2519157356061533,0.309,0.457,1.0887024503166518E-30
SDCBP,4.7636581407938785E-35,0.17882861112930698,0.399,0.278,1.148565614326812E-30
SMIM14,4.90388541988297E-35,0.17237244979692473,0.414,0.285,1.182375813587983E-30
HMGA2,6.761379721597019E-35,-0.10836508831448653,0.068,0.169,1.630236264674257E-30
PDGFA,7.132530514308241E-35,-0.20177527628366038,0.201,0.331,1.71972443230486E-30
GALNT1,7.324791199907106E-35,-0.1387892794471987,0.112,0.223,1.7660804062096025E-30
ITGA3,9.148860077095465E-35,-0.19485565947585837,0.46,0.581,2.2058816531884877E-30
HSPB11,9.17175730967657E-35,0.17254412215719278,0.511,0.411,2.211402404936118E-30
H2AFJ,1.0639199813320474E-34,0.16664425502913383,0.645,0.614,2.5652174669896996E-30
VPS29,1.246236495353621E-34,0.15711092040782026,0.537,0.42,3.0048008139471153E-30
RPL3,1.2901371779659974E-34,-0.2929247708439342,0.995,0.993,3.110649749793816E-30
TNRC6B,1.7809244142574928E-34,-0.16727230467071508,0.283,0.434,4.293986855216241E-30
GABARAPL2,1.8745392790448924E-34,0.15173426841280202,0.494,0.375,4.51970165570514E-30
UBD,2.195726250513928E-34,-0.27118236820603736,0.1,0.205,5.2941155626141316E-30
CAPZB,2.3602526916610476E-34,0.1621327052845296,0.601,0.497,5.690805264863952E-30
DDX17,2.4188210615204156E-34,-0.1416417503163212,0.409,0.569,5.832019461431874E-30
RPS23,3.3223227550852753E-34,-0.14575798532037476,0.997,0.998,8.010452394786107E-30
OSTF1,3.707617755971646E-34,0.12063696185597622,0.252,0.139,8.939437171423236E-30
WNK1,4.530804948083761E-34,-0.16043310182475232,0.21,0.347,1.0924223810324756E-29
MAL2,8.413038594743213E-34,0.17796484522644906,0.713,0.561,2.028467735578536E-29
RSF1,9.692706212241651E-34,-0.155784848569896,0.253,0.398,2.3370083948335845E-29
TMED9,1.0750188347056692E-33,0.13988642736786638,0.619,0.586,2.5919779123588387E-29
ASPH,1.2458908104749352E-33,0.20514389460901872,0.749,0.706,3.0039673331361163E-29
VTN,1.2641856933828542E-33,-0.44992007400164113,0.158,0.234,3.0480781253154E-29
ZNF608,1.6104313913443612E-33,-0.11410156815265568,0.068,0.166,3.8829111276703893E-29
KRT5,2.1007057527837325E-33,-0.3151019272011514,0.32,0.438,5.065011640536857E-29
SLC16A3,2.319197728628159E-33,0.18778146743213753,0.528,0.392,5.591817643495354E-29
HMGN2,3.80238611678945E-33,0.2696044160206956,0.686,0.664,9.167933166191043E-29
KTN1,4.1056431830289744E-33,-0.14735437014627173,0.72,0.835,9.89911627860116E-29
TM9SF2,4.356693065031209E-33,-0.1822114952209425,0.299,0.424,1.0504422649096749E-28
PSMA2,4.497295045422709E-33,0.1271441230597471,0.728,0.714,1.0843428084018694E-28
GDF15,5.340473053873151E-33,0.38652429959131307,0.436,0.294,1.2876414580193554E-28
SNHG16,5.8973294701525644E-33,-0.12670140577714173,0.173,0.306,1.4219051085484847E-28
PDGFC,7.687431430994926E-33,-0.13725382265117203,0.143,0.268,1.8535165923271866E-28
NRP2,8.774228826232078E-33,-0.21596805246655038,0.295,0.401,2.1155543122928164E-28
KCNQ1OT1,9.119252838187172E-33,-0.192972692523218,0.155,0.281,2.198743051815309E-28
BCAM,9.313185720361085E-33,-0.19128193893015547,0.157,0.262,2.245502209036261E-28
CD59,9.575909130933213E-33,0.16530784841162638,0.895,0.903,2.3088474505593067E-28
KRT8,9.68754189154495E-33,0.2297178546249361,0.952,0.959,2.335763225470403E-28
ARID5B,1.1787780520129892E-32,-0.21945217167965136,0.208,0.327,2.8421517612085184E-28
BANF1,1.2436637253297166E-32,0.11998743855162808,0.755,0.754,2.99859760814248E-28
BLVRB,1.2445888656482072E-32,0.2272141131764448,0.616,0.493,3.0008282139643924E-28
AFAP1L2,1.3525498249739042E-32,-0.10443988426360915,0.052,0.142,3.2611328829945805E-28
ZBTB7A,1.5437921849842763E-32,-0.1343274881402931,0.168,0.298,3.7222373372155886E-28
CALM1,1.7669222811767567E-32,0.17257414595395548,0.786,0.728,4.260226312145278E-28
CNKSR3,2.1889345002997935E-32,-0.13512105129157795,0.083,0.184,5.277739973672832E-28
SMARCA4,2.4963782284954364E-32,-0.11306856706653143,0.198,0.334,6.019017546725346E-28
PARK7,2.7148246338496135E-32,0.12776965804778728,0.72,0.706,6.545713674674803E-28
C1RL,2.804938288582151E-32,-0.09693596786726273,0.069,0.169,6.762986707600425E-28
FKBP10,3.10180525817381E-32,-0.08220392497088422,0.035,0.115,7.478762657982873E-28
SOD1,3.1522948016342266E-32,0.14862015897903125,0.775,0.744,7.600497996220284E-28
ZNF22,3.339545912369267E-32,-0.11014805696165805,0.137,0.259,8.05197914931354E-28
KLF6,3.4824326952040947E-32,0.20117070333446896,0.801,0.839,8.396493471406592E-28
CIB1,4.6900061233673213E-32,0.15777523355387624,0.737,0.671,1.1308073764050948E-27
ZC3H13,4.835972383215963E-32,-0.13934613207081364,0.151,0.276,1.1660013013172008E-27
C19orf33,5.05599142316082E-32,0.23930711929246096,0.833,0.752,1.2190500920383053E-27
SLC1A3,5.389785798964971E-32,-0.14558407027907438,0.053,0.122,1.2995312539884442E-27
SERPINA3,6.869313959853355E-32,-0.38215115822087076,0.303,0.284,1.6562602888602427E-27
RHEB,9.174210815761648E-32,0.16578913228711967,0.587,0.482,2.211993969788291E-27
LRP6,9.530003050632851E-32,-0.09385194645174061,0.066,0.163,2.2977790355380867E-27
RARRES2,1.0612465096647843E-31,-0.34979063692610973,0.207,0.269,2.5587714594527616E-27
CCNB1,1.1213605657179969E-31,0.2595841510655629,0.211,0.119,2.7037124600026624E-27
HIGD2A,1.5929129805121767E-31,0.11698683604797655,0.67,0.661,3.8406724873129095E-27
SELENOW,2.128177653544451E-31,0.14824411676074978,0.834,0.823,5.131249140461026E-27
ARF6,2.271840359241222E-31,0.14281514132338008,0.455,0.362,5.47763429016651E-27
CTSC,2.521405326307084E-31,-0.055361124241592785,0.421,0.317,6.0793603822590104E-27
CA2,3.0928716499825043E-31,-0.15310777939781497,0.08,0.17,7.457222835272816E-27
TKT,3.498598860257355E-31,0.2533559806400123,0.615,0.502,8.435471711966509E-27
SON,3.5780909990396892E-31,-0.20811879793171317,0.349,0.478,8.627135207784595E-27
IGF2BP2,3.6521396787274527E-31,-0.15383586030100432,0.321,0.464,8.805673979379762E-27
CLDN7,3.778874007488464E-31,0.1388633382715665,0.527,0.376,9.111243119455436E-27
COX7A2,4.859083265803566E-31,0.14043306514819265,0.845,0.842,1.1715735662178978E-26
NDUFB10,4.914703080598384E-31,0.0678152079810056,0.639,0.671,1.1849840597630763E-26
COL8A1,5.376881610192986E-31,-0.08585870260098107,0.039,0.118,1.296419925033631E-26
CHD4,5.433451975050095E-31,-0.1487524773064754,0.271,0.411,1.3100596057043285E-26
FAM162A,5.529179135935669E-31,0.1529587830515372,0.418,0.299,1.333140381465449E-26
CALD1,5.6484414383671145E-31,-0.16509493973219258,0.301,0.445,1.361895715204695E-26
ITGB4,7.126544768496107E-31,-0.1566387061968746,0.356,0.503,1.7182812091320963E-26
MT-ND4,7.695703334460218E-31,-0.1734550360110334,0.993,0.999,1.8555110309717032E-26
PSMB2,1.1128229612206074E-30,0.16116806335393463,0.654,0.578,2.6831274417990065E-26
TESC,1.3627810354102503E-30,-0.2615976637326614,0.125,0.229,3.2858013544776546E-26
COL17A1,1.570843000373014E-30,-0.16925935873774453,0.188,0.298,3.787459558199374E-26
PRKDC,1.632875901977471E-30,-0.12885392793301606,0.192,0.323,3.93702708725788E-26
WWTR1,1.6416868364731498E-30,-0.13021059616443528,0.207,0.342,3.958271131420411E-26
RAB34,1.9865759234109444E-30,-0.1352682949184903,0.325,0.469,4.789833208936128E-26
DNAJB6,2.040200179751211E-30,0.16396412063952104,0.482,0.368,4.9191266533981445E-26
PSMB3,2.2664034692892715E-30,0.14351218200920113,0.71,0.671,5.464525404803362E-26
ITIH2,2.4570833719561557E-30,-0.3764952826791622,0.098,0.139,5.924273718123487E-26
MARCKSL1,2.4880191040156927E-30,-0.12565308422979848,0.266,0.406,5.998862861692236E-26
CYCS,2.498185074186411E-30,0.16965075624835702,0.741,0.661,6.023374032370856E-26
NFIB,3.0394179581680212E-30,-0.16445782277386023,0.137,0.247,7.328340638938916E-26
GATAD1,4.2235425556181606E-30,-0.11227842588984399,0.133,0.25,1.0183383455850947E-25
DLK2,4.272505575952559E-30,-0.08502721541592027,0.025,0.092,1.0301438194179215E-25
CALM3,5.868071619668567E-30,0.13987275709574104,0.372,0.302,1.4148507482182881E-25
SMURF2,6.146570228955307E-30,-0.0948163065885474,0.074,0.17,1.481999547903414E-25
YBX3,6.476314465368842E-30,-0.23470333637681629,0.723,0.759,1.5615041807450816E-25
FRAS1,7.302987782381805E-30,-0.0655618811080983,0.016,0.076,1.760823384210077E-25
ADD3,7.643150584685406E-30,-0.1445029024443974,0.171,0.294,1.8428400374734982E-25
EMP2,7.95167959830829E-30,0.14662248178123405,0.633,0.583,1.9172294679481118E-25
PSMA3,9.241836527635716E-30,0.1482848939712813,0.554,0.467,2.2282992051782476E-25
GPX3,1.2762669830232797E-29,-0.01392201319868247,0.464,0.368,3.0772073227674295E-25
PSMA1,1.286374055978029E-29,0.10597094948790431,0.608,0.596,3.1015764863686256E-25
CNN3,1.286429533536962E-29,-0.11009835285931269,0.299,0.439,3.101710248310969E-25
NF1,1.3747804872946046E-29,-0.11961818813242037,0.165,0.288,3.3147332329160213E-25
GCNT3,1.4706100358075495E-29,0.13586745242207035,0.249,0.134,3.5457878573355824E-25
DCBLD1,1.552869204991932E-29,-0.11232176100456302,0.079,0.176,3.744122940156047E-25
TBL1XR1,1.7460367543972894E-29,-0.1268216128277978,0.253,0.391,4.209869218527305E-25
PHLDB1,1.7637209829141585E-29,-0.10840287835303689,0.075,0.168,4.252507661904328E-25
FERMT1,1.7885505147458855E-29,-0.12506515467339294,0.152,0.268,4.312374146103804E-25
NEDD8,2.0955928044653309E-29,0.12368967433488609,0.831,0.829,5.05268381084636E-25
TPR,2.6448851917239954E-29,-0.1272525614235967,0.248,0.386,6.377082685765725E-25
KLK11,2.6744307242250305E-29,0.1755847600188309,0.32,0.195,6.4483199191789705E-25
SH3YL1,3.251951175515197E-29,-0.14034452748056275,0.197,0.325,7.840779479284692E-25
GPRC5A,3.3090045765936944E-29,0.21887131098427115,0.62,0.583,7.978340934625056E-25
ADH1C,3.4122926343380845E-29,0.19540432635486102,0.192,0.094,8.2273787706525555E-25
RPL22L1,3.4975875487812723E-29,-0.24991447024980462,0.51,0.574,8.433033338866525E-25
FAM118A,4.044938217764116E-29,-0.11854164705841536,0.135,0.251,9.75275053685106E-25
BMPR2,4.270445286567739E-29,-0.11229419779868482,0.093,0.194,1.0296470630443475E-24
LSM7,4.270904507431755E-29,0.11609047293229391,0.74,0.746,1.0297577857868704E-24
B2M,4.4186136782829575E-29,0.27170861563021065,0.986,0.981,1.0653719439708038E-24
SYT8,4.853251183095523E-29,0.20875632273898814,0.664,0.669,1.1701673927561615E-24
ABHD11,5.0410430326060804E-29,0.1593603048205377,0.419,0.303,1.2154458855916521E-24
GADD45A,5.568496526760134E-29,0.2297348618574966,0.501,0.454,1.3426201975671358E-24
KRT10,5.675539899549966E-29,0.11248943650992826,0.757,0.778,1.3684294251804923E-24
PERP,5.907312570318682E-29,0.1695040453528236,0.869,0.848,1.4243121338295375E-24
GLS,6.422744969940185E-29,-0.11929909693736673,0.14,0.257,1.5485880397022782E-24
IDH1,6.533322984745103E-29,0.13427274515392415,0.309,0.2,1.575249504851892E-24
ARF1,7.284715300261578E-29,0.1110881587403556,0.704,0.686,1.756417706046069E-24
KRT17,7.330024857991707E-29,-0.3614770383096104,0.537,0.573,1.7673422935103806E-24
NAMPT,8.511698265431289E-29,0.18795510852700203,0.534,0.391,2.052255568778138E-24
HS6ST1,8.760519534157285E-29,-0.1053072097281344,0.072,0.163,2.112248864880663E-24
ACTR3,9.024211723631292E-29,0.14139070519638514,0.452,0.348,2.175827688684741E-24
SRD5A3,1.019067927977494E-28,0.16468045399511533,0.358,0.234,2.4570746811465358E-24
DSTN,1.0986877973075057E-28,0.12497774137978612,0.91,0.934,2.649046148088127E-24
FDCSP,1.1897315070292776E-28,-1.1132639835518652,0.045,0.109,2.8685616365982913E-24
UQCR10,1.3515934961367226E-28,0.1158651505408339,0.824,0.846,3.2588270785352518E-24
COMMD6,1.3681026369926693E-28,-0.12217350171124441,0.784,0.879,3.298632268053025E-24
GOLIM4,1.537427355760602E-28,-0.10072702620258991,0.113,0.22,3.7068910974743874E-24
RPL7A,1.61545369668992E-28,-0.16316233106675648,0.992,0.994,3.895020408089066E-24
CCNB2,1.6225063665821754E-28,0.21019254055276254,0.184,0.096,3.9120251004662834E-24
LPAR6,1.711533362753109E-28,-0.10346076963913295,0.061,0.148,4.1266780909340206E-24
CAPS,1.758441593913129E-28,-0.19283098818155153,0.401,0.363,4.239778527083945E-24
ATP5MC3,1.7929229346256169E-28,0.12256964805432968,0.832,0.839,4.3229164876758246E-24
MECOM,1.8635735424600485E-28,-0.1114325184401736,0.1,0.2,4.4932621682254225E-24
TCF4,2.0325656146714315E-28,-0.07997018966702464,0.026,0.093,4.900718953534288E-24
HSPA1B,2.0562874876011355E-28,-0.19579835136854784,0.396,0.321,4.957914761355098E-24
SSBP1,2.208441084083755E-28,0.14821725740725888,0.635,0.561,5.3247722978343414E-24
TSPAN8,2.2831251695362553E-28,-0.2224767419340694,0.071,0.114,5.504843096268865E-24
RBM39,2.4010092053436285E-28,-0.11597067317376364,0.692,0.817,5.7890732950040224E-24
ZNF503,2.5000655392294522E-28,-0.10691616714742065,0.076,0.169,6.0279080216361326E-24
CTSZ,2.603323842269536E-28,-0.11594810340628103,0.244,0.378,6.276874116096078E-24
TMED10,3.508691661256059E-28,0.10309175113371394,0.599,0.581,8.459806464454483E-24
ACTN1,3.8968927837965363E-28,-0.14301174628375535,0.345,0.486,9.395798191011829E-24
DAD1,3.983234148430863E-28,0.13090253728650103,0.724,0.702,9.603975855281654E-24
SNHG25,4.333649092509516E-28,-0.3792503284143939,0.122,0.156,1.0448861326949693E-23
LMO7,4.333930937060316E-28,0.23302890488536665,0.467,0.367,1.0449540882346127E-23
ERP29,4.536288288050267E-28,0.14127442877545726,0.505,0.409,1.0937444691318E-23
CKS2,4.539722189393452E-28,0.2780808762322209,0.397,0.346,1.0945724170846552E-23
PSMA6,4.695420184319456E-28,0.14228813431511766,0.617,0.537,1.132112760641264E-23
ACTB,4.795614609614519E-28,0.1995287246519184,0.994,0.993,1.1562706385241567E-23
FLNA,5.055253193330149E-28,-0.11959254892522564,0.262,0.397,1.2188720974438323E-23
AC092683.1,5.453259959977801E-28,-0.06931302782145224,0.027,0.094,1.3148355089502475E-23
IL32,6.406524946217063E-28,0.06950824060858118,0.342,0.425,1.5446772297823959E-23
RPL34,7.431522773463208E-28,-0.1200244785706035,0.997,0.998,1.7918144559097143E-23
NME4,8.341103494879444E-28,-0.09846267300429495,0.39,0.531,2.0111234636503828E-23
PLA2G10,9.299549847423754E-28,0.0813933515458573,0.112,0.04,2.2422144637123413E-23
NANS,1.0136942858993266E-27,0.13564179519444014,0.363,0.249,2.4441182927318663E-23
RASSF10,1.0923026246214054E-27,-0.0847290791877402,0.03,0.098,2.6336508582246705E-23
AXL,1.2466337517317093E-27,-0.10346028066560795,0.079,0.172,3.005758638800324E-23
C4orf3,1.5906237979252002E-27,0.14703704601451084,0.643,0.581,3.83515303917745E-23
TRMT112,1.6766584963822143E-27,0.09025721698639666,0.857,0.891,4.042591300627157E-23
TUBB,1.738919337875942E-27,-0.070735404759383,0.511,0.646,4.1927084155526835E-23
FARP1,1.8458179075965674E-27,-0.10222302983183654,0.175,0.295,4.4504515570060835E-23
EFEMP1,2.122973399367415E-27,-0.2848874322799876,0.112,0.212,5.118701163214774E-23
TEAD1,2.3843489221516222E-27,-0.09553243182858913,0.104,0.207,5.748903686199776E-23
SLCO3A1,2.5461583012401678E-27,-0.0996328842060443,0.187,0.306,6.139042280120169E-23
GC,2.6654085264130615E-27,-0.2661913966972196,0.111,0.196,6.426566498034532E-23
PIK3C2G,3.3665460815012236E-27,-0.11883290717656224,0.073,0.163,8.117079257107601E-23
CD24,3.9009466055272776E-27,-0.08913036999805823,0.35,0.482,9.405572360586819E-23
S100A2,4.364348134392927E-27,0.46532742215305367,0.741,0.701,1.0522879786834787E-22
CD9,4.936430360750906E-27,0.21462706279783061,0.836,0.758,1.190222724280651E-22
SH3BGRL3,4.960688184538763E-27,0.19215792634355355,0.809,0.751,1.1960715281741413E-22
HSD17B11,5.874054459211579E-27,-0.07777222379653403,0.318,0.236,1.416293270660504E-22
UACA,6.0911202833245766E-27,-0.13839699214652357,0.161,0.262,1.4686300115123887E-22
LINC00511,6.537380860266821E-27,-0.1225372700838602,0.143,0.255,1.5762278992189332E-22
PARP1,7.08425300503842E-27,-0.11732025797294851,0.192,0.314,1.7080842420448136E-22
AC124067.2,7.241947551820288E-27,-0.0963333262236549,0.039,0.11,1.7461059742193896E-22
ERH,7.5806600839017E-27,0.13768090876140182,0.794,0.753,1.827772952829539E-22
NUFIP2,7.840271548843146E-27,-0.11380820690961913,0.205,0.33,1.890367873141571E-22
JPT1,9.561217351793197E-27,0.18325964342458922,0.705,0.635,2.305305115690858E-22
IFITM1,9.67765473979255E-27,0.15304488401376598,0.312,0.19,2.3333793343113815E-22
CTNNAL1,1.0417154830171155E-26,-0.11912839813603282,0.162,0.278,2.5116802011025673E-22
BEX3,1.0784640139008002E-26,-0.21595191742951547,0.75,0.824,2.6002845839162192E-22
PNRC1,1.1002396645613112E-26,-0.19653445516045553,0.373,0.476,2.6527878552237776E-22
CRYAB,1.1530957141977233E-26,-0.29909861930450116,0.121,0.205,2.7802290765021304E-22
SERBP1,1.1653707460233528E-26,-0.11399850289225533,0.659,0.783,2.809825405736906E-22
BCL10,1.1795221364565108E-26,0.15263548497502455,0.385,0.279,2.843945823210293E-22
METTL7B,1.1902148856738963E-26,-0.10289762473575045,0.041,0.114,2.869727110848331E-22
IL18,1.3313674355587105E-26,-0.1708594245320288,0.389,0.386,3.210060023875607E-22
RNASET2,1.343342181135231E-26,0.1163609105083108,0.235,0.13,3.238932332935155E-22
NORAD,1.523736822426131E-26,-0.13744685595191303,0.312,0.436,3.673881852551645E-22
VCAM1,1.6369525210796915E-26,-0.139104379721378,0.014,0.064,3.9468562235752443E-22
MT-ND3,1.8369062399459997E-26,-0.22308407553196696,0.97,0.976,4.4289646351338E-22
RPS13,2.1431915335868222E-26,-0.12022736587406602,0.993,0.993,5.167449106631187E-22
PTPRE,2.1862219847496308E-26,-0.14446164572445158,0.173,0.289,5.271199827429835E-22
MYL12A,2.4039867580660713E-26,0.18399914598608835,0.899,0.885,5.796252472373104E-22
ITGAV,2.5891812826440365E-26,-0.1171646974377889,0.146,0.252,6.242774990583036E-22
PBX1,2.926660684957676E-26,-0.09577332049531789,0.09,0.186,7.056471577501452E-22
PPP1CA,3.1429076902652416E-26,0.08740021096782091,0.552,0.538,7.577864731998524E-22
TNNI2,3.558817188168609E-26,-0.12938957972440782,0.107,0.202,8.580664122393334E-22
ANXA2,3.571721907447782E-26,0.20065795793794372,0.986,0.989,8.611778691047348E-22
ZNF711,4.0197443362661326E-26,-0.04342886269848813,0.006,0.049,9.692005569171272E-22
EIF3F,4.636298712461512E-26,-0.12406771890274271,0.616,0.74,1.1178579825615951E-21
ITGB1,4.688061911105208E-26,-0.1477382803264511,0.752,0.851,1.1303386073865767E-21
ABL2,4.790882424632976E-26,-0.15271217628922448,0.125,0.219,1.1551296614032568E-21
SELENOF,4.875725956726359E-26,0.12444867607707993,0.522,0.448,1.1755862854262924E-21
PLEKHA5,4.9335274420300656E-26,-0.12351557288760412,0.201,0.323,1.189522801547869E-21
CMTM8,5.311937998849586E-26,-0.13700367442272174,0.17,0.273,1.2807613709026237E-21
UGDH,5.754274093148209E-26,0.17832232137500892,0.447,0.372,1.3874130265989647E-21
PRKCI,6.710461252213192E-26,-0.12351426720156336,0.177,0.277,1.6179593125211227E-21
RPS4Y1,7.013443050418949E-26,-0.19354434075829785,0.035,0.102,1.6910112538865128E-21
CASC15,7.711976717729723E-26,-0.06667846350653311,0.025,0.087,1.8594347064118136E-21
TCEAL4,7.74127951089754E-26,-0.13840745585055036,0.394,0.53,1.8664999028725058E-21
COTL1,8.398571266016272E-26,0.029878257055838575,0.405,0.311,2.0249795179491833E-21
HIST1H4C,8.655314962955071E-26,-0.19065667363325733,0.294,0.427,2.086882990718097E-21
MXRA5,9.14641270059296E-26,-0.058695495394007605,0.013,0.064,2.2052915662399686E-21
LPCAT2,9.735501045735069E-26,-0.0885674399138296,0.058,0.138,2.3473266571371825E-21
NDUFB3,1.0232050180978335E-25,0.11354369796725161,0.687,0.664,2.4670496191356864E-21
